,accuracy (%)
sig-ker-PDE,0.7609756097560976
linear,0.7024390243902439
rbf,0.7219512195121951
sig-ker-1,0.7268292682926829
gak_1.0,0.7219512195121951
gak_0.1,0.7219512195121951
gak_0.01,0.7219512195121951
gak_0.001,0.7219512195121951
