,accuracy (%)
linear,0.6231884057971014
poly-2,0.42028985507246375
poly-3,0.26811594202898553
poly-4,0.26811594202898553
rbf,0.6521739130434783
sig-naive-1,0.38405797101449274
sig-naive-2,0.5217391304347826
sig-naive-3,0.5507246376811594
sig-naive-4,0.7536231884057971
sig-PDE,0.9130434782608695
GAK-0.0001,0.26811594202898553
GAK-0.001,0.26811594202898553
GAK-0.01,0.26811594202898553
GAK-0.1,0.32608695652173914
GAK-1.0,0.8985507246376812
