,accuracy (%)
sig-ker-PDE,0.8555555555555555
linear,0.6722222222222223
rbf,0.7055555555555556
gak_1.0,0.7722222222222223
gak_0.1,0.7722222222222223
gak_0.01,0.7722222222222223
gak_auto,0.7722222222222223
sig-ker-2,0.5388888888888889
sig-ker-3,0.5555555555555556
sig-ker-4,0.5611111111111111
