,accuracy (%)
sig-ker-PDE,0.8157894736842105
linear,0.7960526315789473
rbf,0.4868421052631579
sig-ker-2,0.6710526315789473
sig-ker-3,0.7171052631578947
sig-ker-4,0.7039473684210527
gak_1.0,0.28289473684210525
gak_0.1,0.28289473684210525
gak_0.01,0.28289473684210525
gak_auto,0.28289473684210525
