,accuracy (%)
linear,0.14705882352941177
poly-2,0.07058823529411765
poly-3,0.07058823529411765
poly-4,0.06470588235294118
rbf,0.14705882352941177
sig-naive-1,0.06470588235294118
sig-naive-2,0.17058823529411765
sig-naive-3,0.17647058823529413
sig-naive-4,0.17647058823529413
sig-PDE,0.18823529411764706
GAK-0.0001,0.03529411764705882
GAK-0.001,0.03529411764705882
GAK-0.01,0.10588235294117647
GAK-0.1,0.09411764705882353
GAK-1.0,0.07647058823529412
