,accuracy (%)
sig-ker-PDE,0.9277777777777778
linear,0.9222222222222223
rbf,0.9277777777777778
sig-ker-1,0.26666666666666666
sig-ker-2,0.8888888888888888
sig-ker-3,0.9277777777777778
gak_1.0,0.9388888888888889
gak_0.1,0.9388888888888889
gak_0.01,0.9388888888888889
gak_0.001,0.9388888888888889
