,accuracy (%)
sig-PDE,0.8888888888888888
linear,0.9222222222222223
poly-2,0.7333333333333333
poly-3,0.7222222222222222
poly-4,0.6777777777777778
rbf,0.8777777777777778
sig-naive-1,0.3055555555555556
sig-naive-2,0.6666666666666666
sig-naive-3,0.6944444444444444
GAK-0.0001,0.16666666666666666
GAK-0.001,0.42777777777777776
GAK-0.01,0.16666666666666666
GAK-0.1,0.20555555555555555
GAK-1.0,0.7555555555555555
