,accuracy (%)
sig-ker-PDE,0.9444444444444444
linear,0.937037037037037
rbf,0.937037037037037
gak_1.0,0.9333333333333333
gak_0.1,0.9333333333333333
gak_0.01,0.9333333333333333
gak_auto,0.9333333333333333
sig-ker-2,0.7925925925925926
sig-ker-3,0.8
sig-ker-4,0.8
