,accuracy (%)
linear,0.9222222222222223
poly-2,0.8055555555555556
poly-3,0.7222222222222222
poly-4,0.6777777777777778
rbf,0.9055555555555556
sig-naive-1,0.2611111111111111
sig-naive-2,0.7055555555555556
sig-naive-3,0.7555555555555555
sig-naive-4,0.7611111111111111
sig-PDE,0.8944444444444445
GAK-0.0001,0.16666666666666666
GAK-0.001,0.2722222222222222
GAK-0.01,0.32222222222222224
GAK-0.1,0.16666666666666666
GAK-1.0,0.3
