,accuracy (%)
sig-ker-PDE,0.8055555555555556
linear,0.7444444444444445
rbf,0.8
sig-ker-1,0.4222222222222222
sig-ker-2,0.6166666666666667
sig-ker-3,0.65
sig-ker-4,0.6666666666666666
sig-ker-5,0.6666666666666666
gak_1.0,0.8055555555555556
gak_0.1,0.8055555555555556
gak_0.01,0.8055555555555556
gak_0.001,0.8055555555555556
