,accuracy (%)
sig-ker-PDE,0.7365853658536585
linear,0.6487804878048781
rbf,0.7219512195121951
sig-ker-2,0.6195121951219512
gak_1.0,0.7219512195121951
gak_0.1,0.7219512195121951
gak_0.01,0.7219512195121951
gak_auto,0.7219512195121951
