Created on 01-06-2021,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1605412800000,2020-11-15 04:00:00,BTCUSD,15951.09,16170.18,15800.0,16022.21,608.2683021227
1605326400000,2020-11-14 04:00:00,BTCUSD,16201.46,16229.33,15710.0,15951.09,952.943189819
1605240000000,2020-11-13 04:00:00,BTCUSD,16455.32,16472.71,15969.97,16201.46,1459.0649626282
1605153600000,2020-11-12 04:00:00,BTCUSD,15667.92,16495.0,15628.85,16455.32,2515.1238454406
1605067200000,2020-11-11 04:00:00,BTCUSD,15420.93,16000.0,15350.0,15667.92,1671.0625109629
1604980800000,2020-11-10 04:00:00,BTCUSD,15357.46,15501.39,15100.0,15420.93,1719.0623784687
1604894400000,2020-11-09 04:00:00,BTCUSD,15461.22,15850.0,14818.0,15357.46,2496.3476500165
1604808000000,2020-11-08 04:00:00,BTCUSD,14989.0,15672.1,14925.85,15461.22,828.9231921307
1604721600000,2020-11-07 04:00:00,BTCUSD,15579.19,15647.54,14350.23,14989.0,2225.8293613234
1604635200000,2020-11-06 04:00:00,BTCUSD,15463.93,15816.61,15193.77,15579.19,1960.1511563813
1604548800000,2020-11-05 04:00:00,BTCUSD,14336.09,15973.99,14264.32,15463.93,3887.7330215201
1604462400000,2020-11-04 04:00:00,BTCUSD,13918.7,14395.79,13550.33,14336.09,2146.1879270116
1604376000000,2020-11-03 04:00:00,BTCUSD,13409.22,14088.08,13300.01,13918.7,2186.5821223454
1604289600000,2020-11-02 04:00:00,BTCUSD,13714.71,13771.0,13224.02,13409.22,2021.7062059466
1604203200000,2020-11-01 04:00:00,BTCUSD,13707.8,13873.23,13634.26,13714.71,571.1540343021
1604116800000,2020-10-31 04:00:00,BTCUSD,13510.63,14101.46,13470.09,13707.8,1144.3558035423
1604030400000,2020-10-30 04:00:00,BTCUSD,13449.48,13742.42,13135.08,13510.63,3129.5130038633
1603944000000,2020-10-29 04:00:00,BTCUSD,13294.27,13673.03,12980.65,13449.48,1459.7081624646
1603857600000,2020-10-28 04:00:00,BTCUSD,13803.0,13838.05,12900.0,13294.27,3498.579900636
1603771200000,2020-10-27 04:00:00,BTCUSD,13092.12,13860.0,13075.0,13803.0,4344.9792746852
1603684800000,2020-10-26 04:00:00,BTCUSD,13109.29,13252.89,12780.89,13092.12,2345.4298434934
1603598400000,2020-10-25 04:00:00,BTCUSD,13308.71,13357.71,12867.69,13109.29,936.1601797489
1603512000000,2020-10-24 04:00:00,BTCUSD,12988.35,13357.71,12923.87,13308.71,639.4385173808
1603425600000,2020-10-23 04:00:00,BTCUSD,12983.1,13037.14,12734.33,12988.35,2336.6037328264
1603339200000,2020-10-22 04:00:00,BTCUSD,12745.04,13212.24,12700.0,12983.1,2569.9541271528
1603252800000,2020-10-21 04:00:00,BTCUSD,12202.19,13261.2,12146.58,12745.04,4777.5771109488
1603166400000,2020-10-20 04:00:00,BTCUSD,11746.01,12250.0,11714.25,12202.19,2891.851725621
1603080000000,2020-10-19 04:00:00,BTCUSD,11426.09,11834.42,11421.19,11746.01,1739.7594705788
1602993600000,2020-10-18 04:00:00,BTCUSD,11378.23,11542.18,11378.23,11426.09,459.307041483
1602907200000,2020-10-17 04:00:00,BTCUSD,11372.39,11412.13,11267.17,11378.23,565.5830600789
1602820800000,2020-10-16 04:00:00,BTCUSD,11514.22,11514.22,11205.09,11372.39,1289.8538435901
1602734400000,2020-10-15 04:00:00,BTCUSD,11385.71,11620.88,11256.15,11514.22,1260.4266489698
1602648000000,2020-10-14 04:00:00,BTCUSD,11400.0,11554.34,11300.0,11385.71,1328.8595747661
1602561600000,2020-10-13 04:00:00,BTCUSD,11460.05,11565.05,11315.32,11400.0,1386.9240333859
1602475200000,2020-10-12 04:00:00,BTCUSD,11392.64,11729.62,11186.14,11460.05,1813.0481709865
1602388800000,2020-10-11 04:00:00,BTCUSD,11338.97,11448.83,11278.01,11392.64,800.6032811774
1602302400000,2020-10-10 04:00:00,BTCUSD,11411.07,11432.44,11240.89,11338.97,665.1264198656
1602216000000,2020-10-09 04:00:00,BTCUSD,10893.63,11493.8,10836.05,11411.07,2175.4286456156
1602129600000,2020-10-08 04:00:00,BTCUSD,10649.71,10961.71,10540.0,10893.63,1513.3479542798
1602043200000,2020-10-07 04:00:00,BTCUSD,10582.74,10686.2,10572.97,10649.71,1693.5735752056
1601956800000,2020-10-06 04:00:00,BTCUSD,10773.28,10791.81,10530.79,10582.74,1429.9768550148
1601870400000,2020-10-05 04:00:00,BTCUSD,10672.37,10801.39,10625.0,10773.28,1242.9872714452
1601784000000,2020-10-04 04:00:00,BTCUSD,10555.06,10741.92,10555.06,10672.37,518.5950994675
1601697600000,2020-10-03 04:00:00,BTCUSD,10556.56,10605.81,10504.54,10555.06,501.7549351395
1601611200000,2020-10-02 04:00:00,BTCUSD,10640.95,10665.06,10377.74,10556.56,1415.2730450022
1601524800000,2020-10-01 04:00:00,BTCUSD,10802.58,10934.11,10445.95,10640.95,2710.0437547271
1601438400000,2020-09-30 04:00:00,BTCUSD,10750.01,10859.32,10666.46,10802.58,1119.9075517888
1601352000000,2020-09-29 04:00:00,BTCUSD,10688.15,10870.06,10638.18,10750.01,1219.3988839456
1601265600000,2020-09-28 04:00:00,BTCUSD,10894.13,10945.86,10633.49,10688.15,1415.9182489647
1601179200000,2020-09-27 04:00:00,BTCUSD,10787.07,10957.15,10600.0,10894.13,797.4766814759
1601092800000,2020-09-26 04:00:00,BTCUSD,10712.07,10829.17,10671.34,10787.07,418.7673821238
1601006400000,2020-09-25 04:00:00,BTCUSD,10671.04,10763.39,10552.95,10712.07,1571.2218983005
1600920000000,2020-09-24 04:00:00,BTCUSD,10302.43,10792.33,10272.26,10671.04,2136.7523540241
1600833600000,2020-09-23 04:00:00,BTCUSD,10484.6,10542.9,10139.0,10302.43,1802.8376746598
1600747200000,2020-09-22 04:00:00,BTCUSD,10459.33,10582.64,10367.77,10484.6,1114.1485986131
1600660800000,2020-09-21 04:00:00,BTCUSD,10966.22,10997.85,10290.08,10459.33,2024.7074686519
1600574400000,2020-09-20 04:00:00,BTCUSD,10947.97,10996.68,10769.66,10966.22,599.7537445704
1600488000000,2020-09-19 04:00:00,BTCUSD,10978.68,11182.0,10896.15,10947.97,672.0673173132
1600401600000,2020-09-18 04:00:00,BTCUSD,10935.43,11040.38,10817.83,10978.68,1016.1343149639
1600315200000,2020-09-17 04:00:00,BTCUSD,10872.99,10981.55,10746.8,10935.43,1477.3126811762
1600228800000,2020-09-16 04:00:00,BTCUSD,10778.31,11101.0,10766.79,10872.99,1301.780139977
1600142400000,2020-09-15 04:00:00,BTCUSD,10761.95,10935.25,10620.0,10778.31,1605.1597683507
1600056000000,2020-09-14 04:00:00,BTCUSD,10363.86,10830.0,10325.0,10761.95,1800.2701417817
1599969600000,2020-09-13 04:00:00,BTCUSD,10561.09,10586.0,10219.17,10363.86,996.6871777888
1599883200000,2020-09-12 04:00:00,BTCUSD,10349.41,10561.09,10280.0,10561.09,809.9980887116
1599796800000,2020-09-11 04:00:00,BTCUSD,10229.56,10416.84,10207.9,10349.41,1509.5653775543
1599710400000,2020-09-10 04:00:00,BTCUSD,10382.57,10501.25,10215.52,10229.56,1538.3137618666
1599624000000,2020-09-09 04:00:00,BTCUSD,10027.59,10418.11,10003.4,10382.57,1812.5838756437
1599537600000,2020-09-08 04:00:00,BTCUSD,10306.55,10331.9,9850.82,10027.59,2644.4227867799
1599451200000,2020-09-07 04:00:00,BTCUSD,10209.95,10441.64,9880.5,10306.55,1631.6142219549
1599364800000,2020-09-06 04:00:00,BTCUSD,10176.76,10358.04,10003.46,10209.95,827.971478512
1599278400000,2020-09-05 04:00:00,BTCUSD,10412.23,10502.34,9878.0,10176.76,1989.4646770087
1599192000000,2020-09-04 04:00:00,BTCUSD,10292.3,10634.4,9920.0,10412.23,4119.5278418449
1599105600000,2020-09-03 04:00:00,BTCUSD,11372.36,11478.95,10000.0,10292.3,5328.983372841
1599019200000,2020-09-02 04:00:00,BTCUSD,11843.67,11900.0,11165.3,11372.36,3556.3636402293
1598932800000,2020-09-01 04:00:00,BTCUSD,11700.34,12068.59,11688.05,11843.67,2501.4820932693
1598846400000,2020-08-31 04:00:00,BTCUSD,11684.13,11777.77,11540.27,11700.34,1647.0977333787
1598760000000,2020-08-30 04:00:00,BTCUSD,11615.75,11728.41,11559.19,11684.13,791.9682637275
1598673600000,2020-08-29 04:00:00,BTCUSD,11509.36,11651.07,11430.28,11615.75,551.8887796722
1598587200000,2020-08-28 04:00:00,BTCUSD,11381.24,11557.14,11369.54,11509.36,1752.1473899594
1598500800000,2020-08-27 04:00:00,BTCUSD,11393.67,11592.99,11130.34,11381.24,1592.4746534616
1598414400000,2020-08-26 04:00:00,BTCUSD,11367.78,11820.0,11255.0,11393.67,1456.4349907442
1598328000000,2020-08-25 04:00:00,BTCUSD,11673.96,11702.98,11120.0,11367.78,1867.3740389386
1598241600000,2020-08-24 04:00:00,BTCUSD,11682.41,11827.21,11649.63,11673.96,1199.1152971654
1598155200000,2020-08-23 04:00:00,BTCUSD,11610.61,11714.17,11521.03,11682.41,349.5063859102
1598068800000,2020-08-22 04:00:00,BTCUSD,11476.51,11696.37,11416.77,11610.61,548.6557131659
1597982400000,2020-08-21 04:00:00,BTCUSD,11868.71,11879.12,11377.0,11476.51,2209.4387151296
1597896000000,2020-08-20 04:00:00,BTCUSD,11709.74,11899.99,11677.01,11868.71,1108.964645273
1597809600000,2020-08-19 04:00:00,BTCUSD,11842.01,11922.7,11578.29,11709.74,1913.4216091894
1597723200000,2020-08-18 04:00:00,BTCUSD,12319.38,12323.68,11825.01,11842.01,2689.2148205965
1597636800000,2020-08-17 04:00:00,BTCUSD,11850.89,12475.91,11789.23,12319.38,3464.0155813964
1597550400000,2020-08-16 04:00:00,BTCUSD,11931.31,11945.4,11697.0,11850.89,778.8265407037
1597464000000,2020-08-15 04:00:00,BTCUSD,11904.01,11984.02,11689.41,11931.31,737.6081592412
1597377600000,2020-08-14 04:00:00,BTCUSD,11749.18,11988.23,11656.51,11904.01,1680.5882401445
1597291200000,2020-08-13 04:00:00,BTCUSD,11577.47,11852.09,11280.0,11749.18,2079.8345947795
1597204800000,2020-08-12 04:00:00,BTCUSD,11370.0,11675.52,11155.13,11577.47,2014.0522258747
1597118400000,2020-08-11 04:00:00,BTCUSD,11840.01,11874.38,11132.5,11370.0,3359.9153820929
1597032000000,2020-08-10 04:00:00,BTCUSD,12040.15,12087.79,11500.0,11840.01,2625.3323076285
1596945600000,2020-08-09 04:00:00,BTCUSD,11751.25,12099.0,11540.07,12040.15,1177.0366039075
1596859200000,2020-08-08 04:00:00,BTCUSD,11564.69,11822.22,11540.94,11751.25,863.6723129546
1596772800000,2020-08-07 04:00:00,BTCUSD,11840.01,11861.35,11353.07,11564.69,2161.8044298075
1596686400000,2020-08-06 04:00:00,BTCUSD,11668.82,11921.63,11580.01,11840.01,2341.2715120201
1596600000000,2020-08-05 04:00:00,BTCUSD,11249.4,11822.22,11234.55,11668.82,2621.3743291856
1596513600000,2020-08-04 04:00:00,BTCUSD,11266.38,11330.06,11012.51,11249.4,1727.4517432454
1596427200000,2020-08-03 04:00:00,BTCUSD,11126.07,11488.59,11126.07,11266.38,1951.6278844999
1596340800000,2020-08-02 04:00:00,BTCUSD,12013.1,12132.11,10582.32,11126.07,3494.9024880361
1596254400000,2020-08-01 04:00:00,BTCUSD,11374.67,12024.0,11344.31,12013.1,1737.6793792079
1596168000000,2020-07-31 04:00:00,BTCUSD,10992.36,11463.6,10992.36,11374.67,2832.09005245
1596081600000,2020-07-30 04:00:00,BTCUSD,11014.93,11195.34,10828.11,10992.36,2359.9402101053
1595995200000,2020-07-29 04:00:00,BTCUSD,10978.28,11360.0,10930.0,11014.93,3493.316377122
1595908800000,2020-07-28 04:00:00,BTCUSD,10987.18,11199.23,10590.0,10978.28,4655.3516593296
1595822400000,2020-07-27 04:00:00,BTCUSD,10264.64,11417.66,10132.41,10987.18,6025.1295292041
1595736000000,2020-07-26 04:00:00,BTCUSD,9690.92,10331.99,9673.48,10264.64,3183.1302411921
1595649600000,2020-07-25 04:00:00,BTCUSD,9595.08,9747.23,9576.88,9690.92,798.8411565912
1595563200000,2020-07-24 04:00:00,BTCUSD,9574.13,9650.0,9482.06,9595.08,1606.5223372669
1595476800000,2020-07-23 04:00:00,BTCUSD,9511.62,9676.0,9455.86,9574.13,1953.1983372824
1595390400000,2020-07-22 04:00:00,BTCUSD,9368.93,9565.24,9281.59,9511.62,1719.5138313519
1595304000000,2020-07-21 04:00:00,BTCUSD,9182.44,9437.68,9180.0,9368.93,2197.1240790612
1595217600000,2020-07-20 04:00:00,BTCUSD,9194.56,9210.0,9135.0,9182.44,1420.6575251217
1595131200000,2020-07-19 04:00:00,BTCUSD,9160.1,9244.19,9108.32,9194.56,573.4742510754
1595044800000,2020-07-18 04:00:00,BTCUSD,9142.64,9219.35,9131.85,9160.1,680.7061689176
1594958400000,2020-07-17 04:00:00,BTCUSD,9113.55,9221.85,9075.0,9142.64,1540.5950496046
1594872000000,2020-07-16 04:00:00,BTCUSD,9197.6,9212.24,9033.0,9113.55,1880.8046645189
1594785600000,2020-07-15 04:00:00,BTCUSD,9235.59,9249.96,9154.9,9197.6,1770.7032501342
1594699200000,2020-07-14 04:00:00,BTCUSD,9215.14,9283.7,9091.76,9235.59,1716.8951335084
1594612800000,2020-07-13 04:00:00,BTCUSD,9272.81,9345.58,9197.22,9215.14,1461.1005635595
1594526400000,2020-07-12 04:00:00,BTCUSD,9279.06,9346.54,9159.05,9272.81,750.9134751379
1594440000000,2020-07-11 04:00:00,BTCUSD,9267.7,9293.01,9182.89,9279.06,688.4176645139
1594353600000,2020-07-10 04:00:00,BTCUSD,9219.22,9320.0,9125.0,9267.7,1479.3159659434
1594267200000,2020-07-09 04:00:00,BTCUSD,9390.93,9434.09,9165.68,9219.22,1971.2634068071
1594180800000,2020-07-08 04:00:00,BTCUSD,9303.98,9493.02,9257.77,9390.93,1802.2117900614
1594094400000,2020-07-07 04:00:00,BTCUSD,9301.44,9327.41,9205.67,9303.98,1581.4213593093
1594008000000,2020-07-06 04:00:00,BTCUSD,9095.07,9380.92,9084.77,9301.44,1842.6148104022
1593921600000,2020-07-05 04:00:00,BTCUSD,9132.43,9134.97,8914.04,9095.07,636.4400386342
1593835200000,2020-07-04 04:00:00,BTCUSD,9088.22,9196.69,9045.21,9132.43,414.8256501753
1593748800000,2020-07-03 04:00:00,BTCUSD,9091.0,9134.33,9042.8,9088.22,1072.7059633487
1593662400000,2020-07-02 04:00:00,BTCUSD,9243.71,9258.68,8940.0,9091.0,1901.9862676184
1593576000000,2020-07-01 04:00:00,BTCUSD,9138.14,9298.0,9050.0,9243.71,2265.6688778567
1593489600000,2020-06-30 04:00:00,BTCUSD,9163.46,9190.25,9061.78,9138.14,1161.8168420336
1593403200000,2020-06-29 04:00:00,BTCUSD,9095.03,9237.44,9018.47,9163.46,1690.0930905956
1593316800000,2020-06-28 04:00:00,BTCUSD,8968.46,9190.0,8947.61,9095.03,542.24640732
1593230400000,2020-06-27 04:00:00,BTCUSD,9152.19,9184.54,8825.0,8968.46,1157.9576843991
1593144000000,2020-06-26 04:00:00,BTCUSD,9234.9,9262.74,9029.57,9152.19,1866.2858124784
1593057600000,2020-06-25 04:00:00,BTCUSD,9081.56,9335.73,9073.22,9234.9,1730.0526342844
1592971200000,2020-06-24 04:00:00,BTCUSD,9647.69,9666.0,8981.97,9081.56,3222.1333268298
1592884800000,2020-06-23 04:00:00,BTCUSD,9657.0,9696.56,9580.27,9647.69,1495.5570798137
1592798400000,2020-06-22 04:00:00,BTCUSD,9377.5,9786.19,9369.62,9657.0,1749.8364308639
1592712000000,2020-06-21 04:00:00,BTCUSD,9369.97,9419.04,9273.03,9377.5,466.5906705314
1592625600000,2020-06-20 04:00:00,BTCUSD,9322.18,9402.21,9167.75,9369.97,743.9195721392
1592539200000,2020-06-19 04:00:00,BTCUSD,9264.76,9429.19,9247.79,9322.18,1551.8601693897
1592452800000,2020-06-18 04:00:00,BTCUSD,9422.55,9481.0,9233.0,9264.76,1010.3431660711
1592366400000,2020-06-17 04:00:00,BTCUSD,9449.29,9562.16,9235.0,9422.55,1332.7443350675
1592280000000,2020-06-16 04:00:00,BTCUSD,9564.41,9584.07,9400.02,9449.29,1537.9397627122
1592193600000,2020-06-15 04:00:00,BTCUSD,9147.94,9586.61,8902.5,9564.41,3374.9023525695
1592107200000,2020-06-14 04:00:00,BTCUSD,9431.18,9445.15,9132.5,9147.94,961.1687739109
1592020800000,2020-06-13 04:00:00,BTCUSD,9411.45,9499.12,9352.71,9431.18,449.1891453361
1591934400000,2020-06-12 04:00:00,BTCUSD,9349.62,9555.54,9302.11,9411.45,1787.3862100779
1591848000000,2020-06-11 04:00:00,BTCUSD,9891.06,9919.77,9041.96,9349.62,4176.9911359955
1591761600000,2020-06-10 04:00:00,BTCUSD,9757.9,10013.75,9670.0,9891.06,3018.8471267357
1591675200000,2020-06-09 04:00:00,BTCUSD,9682.47,9839.98,9628.61,9757.9,1432.8691721942
1591588800000,2020-06-08 04:00:00,BTCUSD,9727.5,10189.59,9558.89,9682.47,2379.2278521867
1591502400000,2020-06-07 04:00:00,BTCUSD,9686.14,9815.0,9375.0,9727.5,1440.5986713151
1591416000000,2020-06-06 04:00:00,BTCUSD,9629.73,9740.43,9580.0,9686.14,606.2702082951
1591329600000,2020-06-05 04:00:00,BTCUSD,9801.22,9860.33,9533.12,9629.73,2012.2906742301
1591243200000,2020-06-04 04:00:00,BTCUSD,9673.24,9888.0,9452.5,9801.22,2464.057154913
1591156800000,2020-06-03 04:00:00,BTCUSD,9490.86,9690.99,9387.81,9673.24,1538.9750512586
1591070400000,2020-06-02 04:00:00,BTCUSD,10101.0,10184.1,9260.51,9490.86,5617.2741259455
1590984000000,2020-06-01 04:00:00,BTCUSD,9548.6,10425.0,9500.0,10101.0,5238.7941233743
1590897600000,2020-05-31 04:00:00,BTCUSD,9585.16,9635.93,9385.0,9548.6,960.2374810309
1590811200000,2020-05-30 04:00:00,BTCUSD,9387.92,9750.32,9387.92,9585.16,1325.8395523469
1590724800000,2020-05-29 04:00:00,BTCUSD,9515.67,9589.0,9329.41,9387.92,1475.517896718
1590638400000,2020-05-28 04:00:00,BTCUSD,9167.35,9600.0,9113.47,9515.67,2339.8051243553
1590552000000,2020-05-27 04:00:00,BTCUSD,8825.24,9289.16,8825.24,9167.35,1965.0867058138
1590465600000,2020-05-26 04:00:00,BTCUSD,8898.77,9015.46,8699.0,8825.24,1903.3791164301
1590379200000,2020-05-25 04:00:00,BTCUSD,8786.3,8975.87,8675.73,8898.77,1259.7084012978
1590292800000,2020-05-24 04:00:00,BTCUSD,9205.97,9302.16,8640.0,8786.3,1408.2581486239
1590206400000,2020-05-23 04:00:00,BTCUSD,9287.48,9310.0,9091.94,9205.97,668.2393119418
1590120000000,2020-05-22 04:00:00,BTCUSD,8980.03,9310.0,8927.52,9287.48,1267.4835411194
1590033600000,2020-05-21 04:00:00,BTCUSD,9465.2,9527.79,8802.0,8980.03,3146.7690433311
1589947200000,2020-05-20 04:00:00,BTCUSD,9722.01,9845.15,9302.03,9465.2,2334.0198098756
1589860800000,2020-05-19 04:00:00,BTCUSD,9518.31,9900.0,9467.86,9722.01,1860.0041038816
1589774400000,2020-05-18 04:00:00,BTCUSD,9859.74,9909.33,9452.5,9518.31,1831.3206015865
1589688000000,2020-05-17 04:00:00,BTCUSD,9543.68,9955.32,9457.3,9859.74,1536.5727353345
1589601600000,2020-05-16 04:00:00,BTCUSD,9432.45,9583.75,9265.34,9543.68,794.2758787423
1589515200000,2020-05-15 04:00:00,BTCUSD,9491.62,9722.13,9117.41,9432.45,2545.1083734018
1589428800000,2020-05-14 04:00:00,BTCUSD,9359.71,9950.0,9242.96,9491.62,4256.506210227
1589342400000,2020-05-13 04:00:00,BTCUSD,8917.17,9416.89,8837.26,9359.71,2316.2529850631
1589256000000,2020-05-12 04:00:00,BTCUSD,8723.37,8983.6,8618.75,8917.17,2615.5205434058
1589169600000,2020-05-11 04:00:00,BTCUSD,8705.73,9176.2,8200.0,8723.37,6641.2759956485
1589083200000,2020-05-10 04:00:00,BTCUSD,8641.42,8910.83,8259.0,8705.73,3230.1115694655
1588996800000,2020-05-09 04:00:00,BTCUSD,9874.08,9885.94,8133.88,8641.42,5359.1638419626
1588910400000,2020-05-08 04:00:00,BTCUSD,9944.62,10029.61,9713.39,9874.08,3770.4253134668
1588824000000,2020-05-07 04:00:00,BTCUSD,9303.28,10080.0,9241.81,9944.62,6026.1899343937
1588737600000,2020-05-06 04:00:00,BTCUSD,8981.5,9415.0,8966.75,9303.28,3992.5164892658
1588651200000,2020-05-05 04:00:00,BTCUSD,8866.02,9122.68,8775.66,8981.5,2712.1828355233
1588564800000,2020-05-04 04:00:00,BTCUSD,8733.73,8975.52,8535.99,8866.02,2036.775110146
1588478400000,2020-05-03 04:00:00,BTCUSD,9144.68,9159.4,8645.12,8733.73,1930.1914676253
1588392000000,2020-05-02 04:00:00,BTCUSD,8838.82,9205.85,8777.73,9144.68,1181.0481560779
1588305600000,2020-05-01 04:00:00,BTCUSD,8670.0,9070.65,8660.44,8838.82,3211.3901345485
1588219200000,2020-04-30 04:00:00,BTCUSD,9303.0,9473.55,8411.0,8670.0,5055.7125220424
1588132800000,2020-04-29 04:00:00,BTCUSD,7828.44,9303.71,7820.38,9303.0,6668.982724982
1588046400000,2020-04-28 04:00:00,BTCUSD,7719.16,7877.49,7675.55,7828.44,1752.1227017562
1587960000000,2020-04-27 04:00:00,BTCUSD,7740.35,7803.99,7637.17,7719.16,1239.8935361179
1587873600000,2020-04-26 04:00:00,BTCUSD,7575.1,7812.07,7480.08,7740.35,1370.6220560854
1587787200000,2020-04-25 04:00:00,BTCUSD,7531.4,7715.53,7482.77,7575.1,791.5469089284
1587700800000,2020-04-24 04:00:00,BTCUSD,7531.48,7615.36,7395.25,7531.4,1959.8512267735
1587614400000,2020-04-23 04:00:00,BTCUSD,7126.88,7777.76,7033.93,7531.48,3383.1385964629
